C_invoice,Numero documento,Lote,Monto
1749310,1189554,1385537, 49.00
1749355,1189562,1385926, 39.00
1749349,1189560,1385832, 294.00
1749551,1189580,1386026, 39.00
1762604,1194031,1398179, 156.00
1749539,1189577,1386022, 148.00
1749375,1189564,1386002, 66.00
1749402,1189566,1386004, 78.00
1749450,1189570,1386010, 42.00
1749448,1189569,1386009, 79.00
1750246,1189662,1386144, 39.00
1749433,1189567,1386006, 66.00
1749454,1189571,1386011, 74.00
1749495,1189573,1386016, 98.00
1749510,1189574,1386018, 66.00
1749545,1189578,1386024, 74.00
1749529,1189576,1386020, 78.00
1749591,1189584,1386031, 39.00
1755161,1191847,1390933, 39.00
1749597,1189586,1386034, 74.00
1749592,1189585,1386033, 74.00
1749638,1189594,1386042, 52.00
1749614,1189591,1386039, 74.00
1749618,1189592,1386040, 49.00
1749632,1189593,1386041, 39.00
1749653,1189596,1386044, 66.00
1749665,1189598,1386046, 66.00
1749676,1189601,1386049, 98.00
1749678,1189602,1386051, 74.00
1749716,1189606,1386055, 39.00
1749711,1189605,1386054, 66.00
1749951,1189635,1386106, 78.00
1749754,1189608,1386060, 79.00
1749755,1189609,1386061, 196.00
1749778,1189612,1386066, 74.00
1750085,1189643,1386116, 52.00
1749865,1189629,1386096, 42.00
1749904,1189632,1386100, 79.00
1750103,1189645,1386119, 39.00
1749997,1189638,1386110, 39.00
1750023,1189640,1386112, 59.00
1750180,1189652,1386134, 196.00
1750239,1189658,1386140, 39.00
1750242,1189659,1386141, 98.00
1750245,1189661,1386143, 196.00
1750250,1189664,1386148, 79.00
1750256,1189668,1386153, 132.00
1750259,1189670,1386156, 148.00
1750275,1189676,1386171, 39.00
1750277,1189678,1386173, 39.00
1750301,1189691,1386198, 74.00
1750306,1189694,1386202, 39.00
1750311,1189695,1386209, 39.00
1750324,1189703,1386221, 74.00
1750341,1189711,1386236, 39.00
1750342,1189712,1386237, 260.00
1750344,1189713,1386239, 66.00
1750346,1189715,1386242, 74.00
1750364,1189723,1386257, 158.00
1750365,1189724,1386263, 66.00
1750357,1189721,1386253, 98.00
1750398,1189738,1386280, 318.00
1750372,1189729,1386270, 74.00
1751011,1190054,1386286, 196.00
1750402,1189741,1386294, 148.00
1751015,1190056,1386299, 98.00
1750403,1189742,1386303, 79.00
1750404,1189743,1386307, 79.00
1754987,1191718,1390769, 78.00
1750408,1189745,1386313, 79.00
1750409,1189746,1386319, 98.00
1789817,1203759,1421697, 59.00
1751045,1190069,1386337, 21.00
1750415,1189749,1386346, 39.00
1751055,1190073,1386348, 98.00
1751057,1190074,1386350, 79.00
1751058,1190075,1386351, 39.00
1751059,1190076,1386353, 39.00
1750419,1189751,1386352, 74.00
1751063,1190078,1386356, 74.00
1750421,1189753,1386358, 98.00
1751074,1190083,1386369, 74.00
1750424,1189756,1386374, 79.00
1751079,1190086,1386372, 66.00
1751084,1190088,1386376, 98.00
1750425,1189757,1386377, 79.00
1751087,1190090,1386388, 42.00
1750429,1189761,1386389, 39.00
1751091,1190093,1386398, 74.00
1750432,1189763,1386397, 98.00
1750382,1189734,1386400, 59.00
1750437,1189767,1386405, 158.00
1750443,1189770,1386411, 158.00
1750441,1189768,1386409, 39.00
1750446,1189771,1386415, 39.00
1750450,1189772,1386419, 98.00
1762437,1193920,1398011, 158.00
1750459,1189775,1386429, 66.00
1750463,1189779,1386433, 74.00
1750464,1189780,1386435, 66.00
1750470,1189783,1386440, 49.00
1750474,1189786,1386444, 78.00
1750490,1189794,1386461, 59.00
1750500,1189802,1386470, 39.00
1750501,1189803,1386471, 98.00
1750502,1189804,1386472, 66.00
1750510,1189809,1386479, 158.00
1750503,1189805,1386473, 74.00
1750519,1189815,1386487, 158.00
1750522,1189817,1386492, 79.00
1750523,1189818,1386493, 39.00
1750528,1189821,1386498, 74.00
1750531,1189823,1386501, 98.00
1750548,1189833,1386518, 208.00
1750553,1189837,1386523, 79.00
1750561,1189842,1386532, 66.00
1762488,1193954,1398067, 79.00
1750566,1189845,1386535, 79.00
1750586,1189855,1386557, 39.00
1750604,1189861,1386575, 98.00
1750603,1189860,1386573, 49.00
1750607,1189863,1386577, 79.00
1754894,1191645,1390681, 79.00
1755185,1191866,1390955, 49.00
1750613,1189868,1386584, 79.00
1750666,1189875,1386637, 148.00
1750667,1189876,1386638, 26.00
1750672,1189879,1386643, 26.00
1750681,1189885,1386650, 52.00
1750675,1189880,1386646, 26.00
1750680,1189884,1386651, 26.00
1750690,1189893,1386661, 79.00
1750682,1189886,1386654, 52.00
1750684,1189887,1386655, 196.00
1750685,1189888,1386656, 39.00
1750691,1189894,1386662, 85.00
1755183,1191864,1390954, 42.00
1754920,1191664,1390706, 79.00
1750701,1189901,1386673, 98.00
1750875,1189959,1386848, 52.00
1754979,1191714,1390764, 237.00
1750707,1189907,1386679, 39.00
1750710,1189909,1386683, 74.00
1750879,1189963,1386851, 98.00
1751126,1190113,1387039, 237.00
1762299,1193835,1397869, 158.00
1750728,1189919,1386700, 477.00
1750768,1189920,1386762, 78.00
1750794,1189922,1386768, 148.00
1750798,1189925,1386771, 39.00
1750796,1189923,1386769, 132.00
1750797,1189924,1386770, 78.00
1762296,1193833,1397870, 78.00
1750800,1189927,1386773, 66.00
1750802,1189929,1386775, 147.00
1750804,1189931,1386777, 147.00
1750807,1189934,1386780, 147.00
1750809,1189935,1386782, 39.00
1750810,1189936,1386783, 49.00
1750811,1189937,1386784, 49.00
1750813,1189939,1386786, 49.00
1754948,1191690,1390733, 78.00
1750817,1189942,1386790, 74.00
1750819,1189943,1386792, 66.00
1750820,1189944,1386793, 74.00
1750823,1189947,1386796, 98.00
1750824,1189948,1386797, 39.00
1750825,1189949,1386798, 80.00
1750868,1189953,1386841, 74.00
1750880,1189964,1386853, 52.00
1750882,1189965,1386855, 39.00
1750885,1189967,1386858, 78.00
1750894,1189969,1386867, 39.00
1750895,1189970,1386868, 66.00
1762464,1193939,1398037, 79.00
1750896,1189971,1386869, 39.00
1750908,1189975,1386881, 26.00
1750909,1189976,1386882, 74.00
1750910,1189977,1386883, 74.00
1750925,1189988,1386898, 52.00
1750923,1189986,1386896, 39.00
1750924,1189987,1386897, 74.00
1750933,1189995,1386906, 392.00
1750930,1189992,1386903, 52.00
1750931,1189993,1386904, 39.00
1798116,1205955,1426075, 59.00
1750934,1189996,1386907, 66.00
1755194,1191873,1390966, 39.00
1765982,1195369,1401613, 158.00
1750936,1189998,1386909, 66.00
1750937,1189999,1386910, 158.00
1750939,1190001,1386913, 39.00
1750945,1190006,1386918, 118.00
1750944,1190005,1386917, 78.00
1750946,1190007,1386919, 78.00
1750949,1190010,1386922, 133.00
1750948,1190009,1386921, 63.00
1750950,1190011,1386923, 196.00
1750952,1190013,1386925, 148.00
1750953,1190014,1386926, 39.00
1750954,1190015,1386927, 74.00
1750964,1190022,1386937, 145.00
1750958,1190018,1386931, 148.00
1750960,1190019,1386933, 66.00
1750962,1190020,1386935, 26.00
1750963,1190021,1386936, 39.00
1750965,1190023,1386938, 148.00
1750966,1190024,1386939, 74.00
1750970,1190028,1386943, 74.00
1750972,1190030,1386945, 66.00
1750973,1190031,1386946, 39.00
1750974,1190032,1386947, 104.00
1750975,1190033,1386948, 74.00
1750976,1190034,1386949, 52.00
1750977,1190035,1386950, 79.00
1750981,1190039,1386954, 74.00
1750985,1190042,1386958, 148.00
1750989,1190045,1386964, 39.00
1750992,1190046,1386966, 39.00
1751099,1190098,1387017, 98.00
1751109,1190101,1387009, 59.00
1751098,1190097,1387013, 74.00
1751097,1190096,1387012, 296.00
1751100,1190099,1387018, 156.00
1760430,1192391,1396150, 39.00
1751117,1190105,1387031, 98.00
1751120,1190108,1387030, 74.00
1751121,1190109,1387034, 74.00
1751125,1190112,1387038, 74.00
1751129,1190116,1387042, 79.00
1751128,1190115,1387041, 98.00
1751132,1190118,1387045, 78.00
1751135,1190121,1387048, 148.00
1751137,1190123,1387051, 39.00
1751145,1190127,1387058, 74.00
1751151,1190131,1387066, 66.00
1751156,1190135,1387069, 74.00
1751160,1190137,1387071, 104.00
1751167,1190144,1387079, 196.00
1751164,1190141,1387076, 74.00
1751165,1190142,1387077, 39.00
1751163,1190140,1387075, 79.00
1751166,1190143,1387078, 59.00
1751169,1190146,1387081, 49.00
1754968,1191707,1390752, 52.00
1751170,1190147,1387082, 66.00
1751171,1190148,1387084, 74.00
1751175,1190151,1387089, 39.00
1751176,1190152,1387090, 196.00
1751179,1190153,1387092, 74.00
1751180,1190154,1387093, 66.00
1751182,1190156,1387096, 50.00
1769156,1196808,1404673, 79.00
1751186,1190157,1387100, 39.00
1751187,1190158,1387101, 196.00
1751193,1190161,1387108, 132.00
1751195,1190162,1387112, 74.00
1751208,1190172,1387120, 74.00
1751224,1190184,1387137, 156.00
1751215,1190179,1387129, 78.00
1751220,1190182,1387138, 74.00
1751233,1190192,1387146, 39.00
1751243,1190201,1387159, 52.00
1751267,1190215,1387180, 74.00
1751301,1190238,1387212, 74.00
1751299,1190236,1387210, 39.00
1751306,1190242,1387216, 66.00
1751307,1190243,1387218, 79.00
1751308,1190244,1387219, 39.00
1751310,1190246,1387221, 98.00
1751313,1190249,1387227, 98.00
1751319,1190253,1387230, 59.00
1751320,1190254,1387232, 66.00
1751323,1190255,1387234, 39.00
1751328,1190258,1387239, 52.00
1751337,1190265,1387251, 98.00
1751336,1190264,1387250, 148.00
1751340,1190267,1387252, 74.00
1751344,1190270,1387255, 148.00
1751348,1190272,1387259, 148.00
1751353,1190277,1387264, 39.00
1751355,1190279,1387270, 39.00
1751375,1190292,1387282, 78.00
1751370,1190290,1387284, 66.00
1751378,1190295,1387289, 29.00
1751397,1190312,1387308, 74.00
1751387,1190304,1387298, 148.00
1751398,1190313,1387309, 316.00
1751388,1190305,1387301, 98.00
1751390,1190306,1387302, 74.00
1751395,1190311,1387307, 52.00
1751402,1190315,1387314, 98.00
1751409,1190321,1387321, 74.00
1751411,1190323,1387324, 39.00
1783851,1202441,1418628, 79.00
1751417,1190327,1387332, 52.00
1769157,1196809,1404674, 84.00
1751442,1190342,1387355, 39.00
1762295,1193832,1397866, 52.00
1751451,1190347,1387364, 66.00
1751449,1190346,1387362, 78.00
1751461,1190354,1387374, 74.00
1751476,1190363,1387387, 66.00
1751478,1190365,1387389, 117.00
1751484,1190369,1387396, 74.00
1751490,1190372,1387402, 39.00
1751502,1190379,1387417, 39.00
1751531,1190391,1387442, 52.00
1751514,1190382,1387432, 39.00
1751529,1190389,1387439, 98.00
1751523,1190384,1387434, 59.00
1751536,1190394,1387448, 39.00
1751539,1190395,1387450, 74.00
1751541,1190397,1387452, 52.00
1751544,1190400,1387455, 74.00
1751545,1190401,1387456, 74.00
1751543,1190399,1387454, 66.00
1751549,1190404,1387459, 79.00
1755191,1191871,1390962, 39.00
1751552,1190405,1387463, 39.00
1751554,1190407,1387465, 78.00
1751555,1190408,1387466, 148.00
1751558,1190411,1387468, 74.00
1751565,1190415,1387477, 78.00
1751568,1190417,1387481, 148.00
1751573,1190422,1387485, 78.00
1751576,1190424,1387487, 39.00
1751578,1190426,1387489, 39.00
1751582,1190429,1387492, 49.00
1751581,1190428,1387491, 66.00
1755018,1191743,1390798, 39.00
1751586,1190432,1387496, 74.00
1751622,1190456,1387534, 148.00
1751604,1190442,1387514, 74.00
1751613,1190449,1387522, 39.00
1751836,1190564,1387738, 74.00
1751620,1190454,1387530, 39.00
1751627,1190459,1387541, 74.00
1751643,1190471,1387551, 74.00
1751641,1190469,1387549, 104.00
1751653,1190477,1387562, 74.00
1751650,1190476,1387558, 78.00
1751665,1190486,1387574, 39.00
1751663,1190485,1387573, 148.00
1751689,1190498,1387596, 78.00
1751697,1190503,1387600, 74.00
1755047,1191767,1390825, 39.00
1751699,1190505,1387605, 98.00
1751694,1190502,1387603, 148.00
1751706,1190507,1387612, 79.00
1751721,1190511,1387626, 78.00
1755199,1191875,1390969, 98.00
1751733,1190517,1387640, 74.00
1783822,1202423,1418600, 104.00
1751746,1190524,1387650, 52.00
1751749,1190526,1387655, 98.00
1751745,1190523,1387649, 74.00
1751760,1190528,1387660, 66.00
1751767,1190532,1387689, 66.00
1751784,1190536,1387695, 98.00
1751782,1190535,1387694, 39.00
1762384,1193886,1397959, 237.00
1751809,1190543,1387709, 59.00
1751812,1190544,1387712, 74.00
1751814,1190546,1387714, 66.00
1751816,1190548,1387716, 148.00
1751831,1190559,1387733, 196.00
1751833,1190561,1387735, 66.00
1751841,1190567,1387743, 5.00
1751848,1190571,1387750, 74.00
1751846,1190570,1387751, 36.00
1754928,1191672,1390712, 52.00
1751853,1190574,1387755, 39.00
1751859,1190579,1387762, 148.00
1751863,1190582,1387767, 74.00
1751861,1190580,1387764, 39.00
1751866,1190584,1387770, 74.00
1751871,1190587,1387773, 52.00
1752181,1190722,1388039, 98.00
1751870,1190586,1387774, 79.00
1751874,1190589,1387777, 78.00
1751872,1190588,1387775, 66.00
1751875,1190590,1387778, 39.00
1751877,1190592,1387780, 74.00
1751878,1190593,1387781, 148.00
1751882,1190594,1387784, 78.00
1751885,1190597,1387787, 39.00
1751886,1190598,1387788, 79.00
1751889,1190599,1387791, 74.00
1751894,1190602,1387796, 66.00
1751891,1190601,1387794, 74.00
1751895,1190603,1387797, 148.00
1752179,1190721,1388038, 66.00
1755202,1191878,1390972, 52.00
1751909,1190605,1387801, 39.00
1751901,1190604,1387802, 148.00
1751918,1190606,1387821, 39.00
1751928,1190611,1387827, 66.00
1751927,1190610,1387826, 74.00
1751926,1190609,1387825, 392.00
1751951,1190622,1387846, 294.00
1751931,1190612,1387829, 158.00
1751934,1190614,1387831, 237.00
1751935,1190615,1387832, 66.00
1751952,1190623,1387847, 98.00
1751955,1190625,1387849, 42.00
1751954,1190624,1387848, 66.00
1751963,1190628,1387856, 74.00
1751966,1190631,1387860, 74.00
1751967,1190632,1387861, 98.00
1751968,1190633,1387862, 74.00
1754923,1191667,1390709, 26.00
1751972,1190636,1387866, 74.00
1754924,1191668,1390710, 26.00
1751979,1190640,1387873, 66.00
1751984,1190643,1387876, 74.00
1751989,1190646,1387880, 98.00
1751991,1190648,1387882, 133.00
1752000,1190653,1387890, 74.00
1752005,1190655,1387895, 74.00
1752010,1190658,1387900, 66.00
1752089,1190690,1387963, 26.00
1752009,1190657,1387899, 74.00
1752013,1190660,1387903, 98.00
1752017,1190661,1387907, 148.00
1752028,1190663,1387912, 98.00
1752027,1190662,1387911, 98.00
1752032,1190664,1387915, 59.00
1752047,1190665,1387927, 74.00
1752051,1190668,1387931, 74.00
1752058,1190673,1387937, 148.00
1752061,1190675,1387939, 98.00
1752062,1190676,1387940, 98.00
1752063,1190677,1387942, 74.00
1752073,1190682,1387951, 52.00
1752077,1190683,1387952, 59.00
1752079,1190684,1387955, 26.00
1752094,1190694,1387969, 104.00
1752085,1190688,1387960, 74.00
1752098,1190695,1387971, 74.00
1752099,1190696,1387973, 39.00
1752108,1190698,1387979, 98.00
1752106,1190697,1387978, 52.00
1752111,1190700,1387981, 74.00
1752117,1190702,1387986, 148.00
1752116,1190701,1387984, 148.00
1752129,1190708,1387994, 79.00
1752137,1190711,1388000, 196.00
1752134,1190710,1387999, 104.00
1752138,1190712,1388001, 39.00
1752141,1190714,1388003, 39.00
1752153,1190715,1388020, 74.00
1752166,1190718,1388032, 39.00
1752170,1190719,1388034, 98.00
1752185,1190725,1388043, 74.00
1752198,1190728,1388055, 74.00
1752205,1190730,1388059, 74.00
1752223,1190738,1388072, 49.00
1752233,1190744,1388084, 79.00
1752208,1190731,1388060, 148.00
1752210,1190732,1388063, 117.00
1752212,1190733,1388064, 74.00
1752213,1190734,1388065, 148.00
1752215,1190735,1388067, 39.00
1752218,1190736,1388068, 74.00
1752234,1190745,1388085, 74.00
1755204,1191880,1390974, 104.00
1752239,1190747,1388089, 98.00
1752245,1190751,1388095, 296.00
1752247,1190753,1388098, 66.00
1752252,1190756,1388105, 74.00
1754438,1191320,1390262, 196.00
1752265,1190764,1388113, 18.00
1752272,1190768,1388120, 98.00
1752270,1190766,1388117, 5.00
1752275,1190769,1388121, 78.00
1752276,1190770,1388123, 78.00
1752287,1190777,1388133, 148.00
1752288,1190778,1388136, 26.00
1752293,1190780,1388137, 39.00
1752299,1190782,1388138, 52.00
1752308,1190784,1388142, 42.00
1752309,1190785,1388143, 98.00
1752311,1190786,1388145, 39.00
1752312,1190787,1388146, 79.00
1752313,1190788,1388147, 74.00
1752316,1190790,1388150, 39.00
1752331,1190792,1388158, 74.00
1752332,1190793,1388165, 74.00
1752391,1190797,1388433, 98.00
1752439,1190799,1388859, 196.00
1752446,1190802,1388814, 104.00
1752473,1190807,1389116, 74.00
1752468,1190806,1389120, 66.00
1752487,1190810,1389229, 98.00
1752521,1190811,1389233, 156.00
1752533,1190812,1389234, 148.00
1752567,1190818,1389242, 74.00
1752583,1190819,1389243, 78.00
1752611,1190822,1389247, 74.00
1752659,1190824,1389251, 98.00
1752665,1190825,1389254, 132.00
1752752,1190830,1389267, 39.00
1752754,1190831,1389268, 74.00
1752770,1190832,1389270, 74.00
1755214,1191884,1390983, 21.00
1752793,1190836,1389275, 148.00
1752834,1190840,1389280, 148.00
1752831,1190838,1389278, 196.00
1752853,1190842,1389284, 294.00
1752884,1190844,1389289, 74.00
1752913,1190849,1389296, 74.00
1753067,1190858,1389313, 316.00
1753050,1190857,1389312, 148.00
1753084,1190860,1389315, 26.00
1753085,1190861,1389317, 74.00
1753119,1190865,1389320, 66.00
1753102,1190863,1389318, 260.00
1753143,1190867,1389325, 74.00
1753158,1190868,1389328, 78.00
1753170,1190870,1389330, 237.00
1753182,1190871,1389331, 74.00
1753193,1190872,1389333, 66.00
1753204,1190873,1389334, 148.00
1753276,1190881,1389346, 79.00
1753338,1190890,1389356, 148.00
1753322,1190886,1389352, 78.00
1753332,1190888,1389353, 59.00
1753327,1190887,1389354, 148.00
1753343,1190891,1389357, 196.00
1753387,1190894,1389360, 318.00
1765979,1195367,1401611, 79.00
1753488,1190899,1389374, 74.00
1753507,1190901,1389377, 39.00
1753577,1190907,1389392, 74.00
1753581,1190908,1389394, 74.00
1753583,1190909,1389395, 158.00
1753598,1190913,1389410, 148.00
1753606,1190916,1389418, 98.00
1753607,1190917,1389419, 79.00
1753617,1190919,1389429, 78.00
1753623,1190921,1389433, 148.00
1753635,1190927,1389445, 104.00
1753634,1190926,1389444, 74.00
1753637,1190929,1389447, 74.00
1753636,1190928,1389446, 98.00
1766090,1195453,1401714, 79.00
1753638,1190930,1389448, 98.00
1753647,1190934,1389455, 52.00
1753646,1190933,1389454, 148.00
1753648,1190935,1389456, 74.00
1753649,1190936,1389459, 52.00
1753655,1190940,1389462, 74.00
1753652,1190939,1389460, 26.00
1753660,1190941,1389468, 74.00
1762390,1193889,1397965, 79.00
1753662,1190942,1389471, 74.00
1753664,1190943,1389473, 39.00
1753667,1190945,1389476, 74.00
1753683,1190952,1389492, 39.00
1753684,1190953,1389493, 66.00
1753685,1190954,1389494, 98.00
1753750,1190986,1389564, 148.00
1753709,1190966,1389520, 294.00
1753770,1190994,1389584, 78.00
1753713,1190969,1389526, 158.00
1753718,1190971,1389530, 98.00
1753729,1190975,1389541, 79.00
1753725,1190973,1389536, 78.00
1753728,1190974,1389540, 26.00
1753733,1190977,1389545, 74.00
1753743,1190983,1389555, 74.00
1753752,1190988,1389566, 74.00
1753758,1190992,1389572, 74.00
1753759,1190993,1389573, 78.00
1753772,1190995,1389585, 74.00
1753788,1191001,1389602, 158.00
1777281,1200191,1412364, 98.00
1753792,1191003,1389606, 237.00
1753801,1191007,1389615, 74.00
1753803,1191008,1389617, 74.00
1753804,1191009,1389618, 26.00
1753808,1191011,1389622, 126.00
1753813,1191015,1389626, 148.00
1753815,1191016,1389629, 78.00
1753818,1191018,1389634, 66.00
1753822,1191019,1389636, 158.00
1753829,1191022,1389644, 49.00
1753833,1191024,1389648, 66.00
1753856,1191036,1389670, 196.00
1753851,1191034,1389668, 98.00
1753860,1191039,1389676, 133.00
1753862,1191041,1389678, 74.00
1753861,1191040,1389677, 117.00
1753870,1191048,1389688, 74.00
1753866,1191045,1389683, 237.00
1753868,1191046,1389685, 66.00
1753869,1191047,1389687, 39.00
1753873,1191050,1389690, 74.00
1753876,1191053,1389693, 39.00
1753878,1191055,1389695, 148.00
1753879,1191056,1389696, 59.00
1753880,1191057,1389697, 148.00
1753881,1191058,1389698, 98.00
1753883,1191059,1389701, 66.00
1766218,1195538,1401826, 237.00
1753886,1191061,1389705, 74.00
1753889,1191063,1389708, 66.00
1753895,1191065,1389712, 74.00
1753898,1191068,1389715, 78.00
1753900,1191070,1389718, 74.00
1753904,1191071,1389722, 74.00
1753910,1191075,1389726, 24.00
1753913,1191078,1389730, 158.00
1753909,1191074,1389727, 66.00
1753912,1191077,1389729, 5.00
1753915,1191080,1389733, 39.00
1753916,1191081,1389734, 98.00
1753921,1191084,1389738, 222.00
1753919,1191082,1389736, 66.00
1753923,1191085,1389739, 78.00
1753925,1191086,1389744, 98.00
1753947,1191092,1389765, 52.00
1753954,1191096,1389774, 78.00
1753962,1191098,1389781, 42.00
1753963,1191099,1389782, 148.00
1753967,1191100,1389786, 148.00
1753970,1191101,1389789, 98.00
1753976,1191103,1389795, 39.00
1753980,1191107,1389799, 318.00
1753992,1191117,1389812, 39.00
1753999,1191121,1389819, 66.00
1753998,1191120,1389818, 74.00
1754005,1191125,1389825, 196.00
1754007,1191127,1389827, 74.00
1754013,1191132,1389833, 66.00
1754038,1191137,1389861, 66.00
1754043,1191139,1389864, 66.00
1754050,1191142,1389871, 74.00
1754113,1191177,1389935, 52.00
1766219,1195539,1401827, 52.00
1754061,1191147,1389882, 39.00
1769391,1196979,1404890, 158.00
1754070,1191151,1389891, 74.00
1754074,1191154,1389895, 132.00
1754079,1191157,1389900, 79.00
1754075,1191155,1389896, 39.00
1754089,1191164,1389910, 52.00
1754093,1191167,1389914, 74.00
1754102,1191170,1389923, 66.00
1754103,1191171,1389924, 74.00
1754109,1191175,1389930, 148.00
1754119,1191183,1389940, 79.00
1754116,1191180,1389937, 158.00
1754120,1191184,1389941, 26.00
1754122,1191185,1389943, 132.00
1754251,1191200,1390073, 39.00
1762484,1193951,1398063, 52.00
1754291,1191208,1390113, 79.00
1754294,1191209,1390116, 148.00
1754297,1191212,1390119, 39.00
1754301,1191215,1390123, 196.00
1754303,1191217,1390125, 974.00
1754313,1191224,1390136, 58.00
1754322,1191233,1390146, 78.00
1754327,1191237,1390150, 58.00
1763017,1194265,1398599, 98.00
1754331,1191241,1390154, 84.00
1754337,1191244,1390160, 74.00
1769426,1197004,1404928, 158.00
1762341,1193860,1397916, 21.00
1754343,1191249,1390166, 98.00
1762335,1193855,1397911, 21.00
1754344,1191250,1390167, 74.00
1754358,1191262,1390182, 222.00
1754362,1191265,1390185, 66.00
1754361,1191264,1390184, 39.00
1754365,1191268,1390188, 52.00
1754363,1191266,1390186, 130.00
1754367,1191270,1390191, 196.00
1765786,1195202,1401417, 52.00
1754384,1191284,1390207, 74.00
1754382,1191283,1390205, 74.00
1754386,1191285,1390208, 158.00
1754397,1191286,1390220, 104.00
1754402,1191289,1390225, 974.00
1754403,1191290,1390227, 104.00
1754404,1191291,1390228, 74.00
1762537,1193989,1398112, 98.00
1754415,1191298,1390238, 66.00
1754417,1191300,1390240, 148.00
1754422,1191304,1390245, 74.00
1754425,1191307,1390248, 74.00
1765886,1195290,1401516, 39.00
1754432,1191314,1390255, 66.00
1754428,1191310,1390251, 133.00
1754436,1191318,1390259, 39.00
1754518,1191385,1390342, 39.00
1754451,1191333,1390274, 133.00
1754459,1191341,1390282, 78.00
1754464,1191345,1390288, 78.00
1766201,1195524,1401815, 39.00
1754472,1191353,1390292, 974.00
1754473,1191354,1390296, 95.00
1754474,1191355,1390297, 98.00
1754476,1191357,1390299, 104.00
1754487,1191365,1390311, 42.00
1762359,1193869,1397933, 98.00
1754485,1191363,1390309, 66.00
1754489,1191367,1390313, 39.00
1754488,1191366,1390312, 66.00
1754493,1191369,1390314, 39.00
1754494,1191370,1390318, 74.00
1754496,1191372,1390320, 74.00
1754500,1191375,1390323, 78.00
1754511,1191380,1390334, 78.00
1754506,1191378,1390329, 66.00
1754513,1191382,1390336, 74.00
1754515,1191383,1390339, 95.00
1754516,1191384,1390340, 98.00
1754521,1191386,1390343, 158.00
1754524,1191389,1390347, 74.00
1754523,1191388,1390346, 39.00
1754526,1191391,1390350, 66.00
1754530,1191395,1390352, 79.00
1754528,1191393,1390351, 98.00
1754531,1191396,1390354, 66.00
1754532,1191397,1390355, 26.00
1765877,1195283,1401507, 39.00
1754534,1191399,1390357, 98.00
1754540,1191405,1390364, 74.00
1754545,1191410,1390368, 39.00
1754561,1191421,1390382, 98.00
1754567,1191424,1390385, 39.00
1754581,1191436,1390397, 78.00
1754592,1191444,1390406, 392.00
1754595,1191447,1390411, 42.00
1754609,1191454,1390420, 132.00
1754610,1191455,1390421, 29.00
1754617,1191461,1390428, 98.00
1754619,1191463,1390432, 95.00
1754626,1191467,1390438, 74.00
1754635,1191475,1390447, 39.00
1754643,1191479,1390452, 52.00
1754646,1191481,1390456, 39.00
1754645,1191480,1390455, 66.00
1754651,1191485,1390460, 98.00
1754657,1191490,1390465, 133.00
1754730,1191548,1390533, 95.00
1754682,1191508,1390486, 158.00
1754693,1191517,1390496, 39.00
1754694,1191518,1390497, 98.00
1754698,1191521,1390501, 98.00
1754701,1191524,1390504, 104.00
1754708,1191529,1390512, 39.00
1754707,1191528,1390510, 98.00
1754711,1191532,1390514, 39.00
1754715,1191536,1390518, 39.00
1754717,1191538,1390520, 974.00
1754733,1191550,1390536, 39.00
1754735,1191552,1390539, 78.00
1754739,1191553,1390541, 74.00
1754820,1191599,1390611, 974.00
1754753,1191559,1390546, 98.00
1754760,1191563,1390553, 133.00
1754761,1191564,1390554, 78.00
1754771,1191569,1390560, 222.00
1754775,1191571,1390568, 78.00
1755033,1191756,1390812, 63.00
1754785,1191579,1390577, 392.00
1754793,1191584,1390586, 74.00
1754807,1191593,1390600, 196.00
1754814,1191595,1390606, 260.00
1754822,1191601,1390613, 78.00
1754823,1191602,1390617, 42.00
1754833,1191609,1390624, 66.00
1775039,1198841,1410400, 42.00
1754839,1191611,1390630, 52.00
1754845,1191615,1390635, 74.00
1754848,1191617,1390639, 133.00
1754854,1191620,1390644, 294.00
1754856,1191621,1390646, 66.00
1754864,1191627,1390653, 132.00
1754899,1191650,1390688, 148.00
1768975,1196685,1404499, 98.00
1754932,1191674,1390715, 79.00
1754933,1191675,1390718, 39.00
1754938,1191680,1390723, 98.00
1754937,1191679,1390721, 74.00
1754940,1191682,1390724, 98.00
1754944,1191686,1390731, 66.00
1754952,1191694,1390737, 98.00
1754956,1191697,1390741, 42.00
1754965,1191704,1390749, 40.00
1754970,1191708,1390754, 74.00
1754983,1191716,1390766, 98.00
1754982,1191715,1390765, 78.00
1754993,1191724,1390774, 98.00
1755008,1191735,1390789, 974.00
1755009,1191736,1390790, 39.00
1755022,1191747,1390802, 66.00
1755034,1191757,1390814, 63.00
1769342,1196943,1404846, 78.00
1755040,1191760,1390819, 98.00
1755043,1191763,1390824, 74.00
1769343,1196944,1404847, 39.00
1755042,1191762,1390822, 196.00
1766040,1195416,1401670, 974.00
1755052,1191771,1390831, 78.00
1755064,1191775,1390841, 158.00
1769372,1196964,1404874, 26.00
1755067,1191777,1390845, 974.00
1755069,1191778,1390847, 39.00
1769373,1196965,1404875, 52.00
1755083,1191788,1390859, 66.00
1755085,1191790,1390861, 29.00
1755087,1191791,1390862, 39.00
1755088,1191792,1390863, 74.00
1755091,1191795,1390866, 78.00
1755098,1191802,1390873, 98.00
1755255,1191906,1391023, 79.00
1755126,1191823,1390902, 52.00
